d_kpi_id,d_level0_id,d_level1_id,d_level2_id,d_date_id,Denominator,Numerator
2,1,1,1,20200406,764772.0,127462.0
2,1,1,1,20200407,912333.0,304111.0
2,1,1,1,20200408,1052016.0,263004.0
2,1,1,1,20200409,190385.0,38077.0
2,1,1,1,20200410,602667.0,200889.0
2,1,1,1,20200411,1060904.0,265226.0
2,1,1,1,20200412,644380.0,128876.0
2,1,1,1,20200413,912232.0,228058.0
2,1,1,1,20200414,1005354.0,167559.0
2,1,1,1,20200415,713868.0,118978.0
2,1,1,1,20200416,252399.0,84133.0
2,1,1,1,20200417,1313202.0,218867.0
2,1,1,1,20200418,1174428.0,293607.0
2,1,1,1,20200419,744976.0,186244.0
2,1,1,1,20200420,1052016.0,175336.0
2,1,1,1,20200421,1348855.0,269771.0
2,1,1,1,20200422,910616.0,227654.0
2,1,1,1,20200423,785275.0,157055.0
2,1,1,1,20200424,1328655.0,265731.0
2,1,1,1,20200425,185840.0,37168.0
2,1,1,1,20200426,720231.0,240077.0
2,1,1,1,20200427,1868904.0,311484.0
2,1,1,1,20200428,81608.0,20402.0
2,1,1,1,20200429,601152.0,100192.0
2,1,1,1,20200430,1628322.0,271387.0
2,1,1,1,20200501,126957.0,42319.0
2,1,1,1,20200502,474801.0,158267.0
2,1,1,1,20200503,422988.0,105747.0
2,1,1,1,20200504,410565.0,82113.0
2,1,1,1,20200505,776892.0,194223.0
2,1,1,1,20200506,260883.0,86961.0
2,1,1,1,20200507,1265328.0,210888.0
2,1,1,1,20200508,1296335.0,259267.0
2,1,1,1,20200509,684174.0,228058.0
2,1,1,1,20200510,1919808.0,319968.0
2,1,1,1,20200511,1169580.0,292395.0
2,1,1,1,20200512,674781.0,224927.0
2,1,1,1,20200513,1159076.0,289769.0
2,1,1,1,20200514,1872540.0,312090.0
2,1,1,1,20200515,511464.0,85244.0
2,1,1,1,20200516,190284.0,63428.0
2,1,1,1,20200517,1390164.0,231694.0
2,1,1,1,20200518,1548330.0,309666.0
2,1,1,1,20200519,409050.0,81810.0
2,1,1,1,20200520,463085.0,92617.0
2,1,1,1,20200521,630745.0,126149.0
2,1,1,1,20200522,615090.0,102515.0
2,1,1,1,20200523,458136.0,152712.0
2,1,1,1,20200524,1353905.0,270781.0
2,1,1,1,20200525,616504.0,154126.0
2,1,1,1,20200526,996264.0,166044.0
2,1,1,1,20200527,429654.0,143218.0
2,1,1,1,20200528,176649.0,58883.0
2,1,1,1,20200529,381780.0,127260.0
2,1,1,1,20200530,511161.0,170387.0
2,1,1,1,20200531,859914.0,286638.0
2,1,1,1,20200601,973842.0,324614.0
2,1,1,1,20200602,67468.0,16867.0
2,1,1,1,20200603,1193012.0,298253.0
2,1,1,1,20200604,335825.0,67165.0
2,1,1,1,20200605,58984.0,14746.0
2,1,1,1,20200606,1798608.0,299768.0
2,1,1,1,20200607,1222302.0,203717.0
2,1,1,1,20200608,1277852.0,319463.0
2,1,1,1,20200609,1158672.0,289668.0
2,1,1,1,20200610,864055.0,172811.0
2,1,1,1,20200611,434502.0,144834.0
2,1,1,1,20200612,657308.0,164327.0
2,1,1,1,20200613,946572.0,236643.0
2,1,1,1,20200614,97768.0,24442.0
2,1,1,1,20200615,1089588.0,272397.0
2,1,1,1,20200616,472983.0,157661.0
2,1,1,1,20200617,1384710.0,276942.0
2,1,1,1,20200618,864560.0,216140.0
2,1,1,1,20200619,1906476.0,317746.0
2,1,1,1,20200620,1220484.0,203414.0
2,1,1,1,20200621,551460.0,183820.0
2,1,1,1,20200622,918292.0,229573.0
2,1,1,1,20200623,969095.0,193819.0
2,1,1,1,20200624,530856.0,176952.0
2,1,1,1,20200625,1104940.0,276235.0
2,1,1,1,20200626,1039896.0,173316.0
2,1,1,1,20200627,910010.0,182002.0
2,1,1,1,20200628,1455006.0,242501.0
2,1,1,1,20200629,361176.0,90294.0
2,1,1,1,20200630,1171600.0,292900.0
2,1,1,1,20200701,123018.0,20503.0
2,1,1,1,20200702,1191396.0,198566.0
2,1,1,1,20200703,1556208.0,259368.0
2,1,1,1,20200704,1028685.0,205737.0
2,1,1,1,20200705,725180.0,181295.0
2,1,1,1,20200706,1506415.0,301283.0
2,1,1,1,20200707,253510.0,50702.0
2,1,1,1,20200708,934452.0,233613.0
2,1,1,1,20200709,1188568.0,297142.0
2,1,1,1,20200710,964146.0,160691.0
2,1,1,1,20200711,1270176.0,211696.0
2,1,1,1,20200712,713868.0,178467.0
2,1,1,1,20200713,194526.0,64842.0
2,1,1,1,20200714,886275.0,295425.0
2,1,1,1,20200715,878094.0,146349.0
2,1,1,1,20200716,966772.0,241693.0
2,1,1,1,20200717,559944.0,139986.0
2,1,1,1,20200718,59388.0,14847.0
2,1,1,1,20200719,641148.0,106858.0
2,1,1,1,20200720,1220585.0,244117.0
2,1,1,1,20200721,285224.0,71306.0
2,1,1,1,20200722,546208.0,136552.0
2,1,1,1,20200723,1279064.0,319766.0
2,1,1,1,20200724,668418.0,222806.0
2,1,1,1,20200725,702051.0,234017.0
2,1,1,1,20200726,1787094.0,297849.0
2,1,1,1,20200727,1010202.0,168367.0
2,1,1,1,20200728,210585.0,70195.0
2,1,1,1,20200729,655086.0,109181.0
2,1,1,1,20200730,411575.0,82315.0
2,1,1,1,20200731,1560955.0,312191.0
2,1,1,1,20200801,1164530.0,232906.0
2,1,1,1,20200802,653268.0,217756.0
2,1,1,1,20200803,1851936.0,308656.0
2,1,1,1,20200804,1475610.0,245935.0
2,1,1,1,20200805,700940.0,175235.0
2,1,1,1,20200806,324412.0,81103.0
2,1,1,1,20200807,473286.0,157762.0
2,1,1,1,20200808,1141300.0,285325.0
2,1,1,1,20200809,731139.0,243713.0
2,1,1,1,20200810,1199375.0,239875.0
2,1,1,1,20200811,167862.0,55954.0
2,1,1,1,20200812,189678.0,63226.0
2,1,1,1,20200813,692658.0,115443.0
2,1,1,1,20200814,1055450.0,211090.0
2,1,1,1,20200815,1700436.0,283406.0
2,1,1,1,20200816,1283508.0,320877.0
2,1,1,1,20200817,809616.0,134936.0
2,1,1,1,20200818,1735584.0,289264.0
2,1,1,1,20200819,921726.0,153621.0
2,1,1,1,20200820,1294315.0,258863.0
2,1,1,1,20200821,873852.0,145642.0
2,1,1,1,20200822,351480.0,70296.0
2,1,1,1,20200823,800324.0,200081.0
2,1,1,1,20200824,850420.0,170084.0
2,1,1,1,20200825,1011212.0,252803.0
2,1,1,1,20200826,1830120.0,305020.0
2,1,1,1,20200827,1042320.0,173720.0
2,1,1,1,20200828,1682256.0,280376.0
2,1,1,1,20200829,1679832.0,279972.0
2,1,1,1,20200830,1804062.0,300677.0
2,1,1,1,20200831,968691.0,322897.0
2,1,1,1,20200901,1611354.0,268559.0
2,1,1,1,20200902,1571055.0,314211.0
2,1,1,1,20200903,774165.0,258055.0
2,1,1,1,20200904,861732.0,287244.0
2,1,1,1,20200905,1087164.0,181194.0
2,1,1,1,20200906,664176.0,166044.0
2,1,1,1,20200907,1570752.0,261792.0
2,1,1,1,20200908,400465.0,80093.0
2,1,1,1,20200909,604485.0,120897.0
2,1,1,1,20200910,819615.0,163923.0
2,1,1,1,20200911,167256.0,55752.0
2,1,1,1,20200912,850824.0,212706.0
2,1,1,1,20200913,597516.0,149379.0
2,1,1,1,20200914,627412.0,156853.0
2,1,1,1,20200915,1047976.0,261994.0
2,1,1,1,20200916,664984.0,166246.0
2,1,1,1,20200917,1382892.0,230482.0
2,1,1,1,20200918,276336.0,46056.0
2,1,1,1,20200919,416120.0,83224.0
2,1,1,1,20200920,104232.0,34744.0
2,1,1,1,20200921,569337.0,189779.0
2,1,1,1,20200922,317241.0,105747.0
2,1,1,1,20200923,599940.0,119988.0
2,1,1,1,20200924,119988.0,19998.0
2,1,1,1,20200925,180790.0,36158.0
2,1,1,1,20200926,740936.0,185234.0
2,1,1,1,20200927,679528.0,169882.0
2,1,1,1,20200928,515100.0,85850.0
2,1,1,1,20200929,965661.0,321887.0
2,1,1,1,20200930,247854.0,41309.0
2,1,1,1,20201001,1756794.0,292799.0
2,1,1,1,20201002,160893.0,53631.0
2,1,1,1,20201003,254924.0,63731.0
2,1,1,1,20201004,237855.0,47571.0
2,1,1,1,20201005,1512980.0,302596.0
2,1,1,1,20201006,281487.0,93829.0
2,1,1,1,20201007,116655.0,23331.0
2,1,1,1,20201008,532775.0,106555.0
2,1,1,1,20201009,100596.0,16766.0
2,1,1,1,20201010,1587114.0,264519.0
2,1,1,1,20201011,416928.0,104232.0
2,1,1,1,20201012,1198264.0,299566.0
2,1,1,1,20201013,640542.0,106757.0
2,1,1,1,20201014,466014.0,155338.0
2,1,1,1,20201015,1350168.0,225028.0
2,1,1,1,20201016,647814.0,215938.0
2,1,1,1,20201017,1155440.0,288860.0
2,1,1,1,20201018,899304.0,149884.0
2,1,1,1,20201019,693264.0,231088.0
2,1,1,1,20201020,664782.0,221594.0
2,1,1,1,20201021,1584690.0,264115.0
2,1,1,1,20201022,443592.0,110898.0
2,1,1,1,20201023,440562.0,73427.0
2,1,1,1,20201024,561156.0,140289.0
2,1,1,1,20201025,712656.0,178164.0
2,1,1,1,20201026,763863.0,254621.0
2,1,1,1,20201027,355116.0,118372.0
2,1,1,1,20201028,422180.0,105545.0
2,1,1,1,20201029,1532574.0,255429.0
2,1,1,1,20201030,423897.0,141299.0
2,1,1,1,20201031,1191396.0,297849.0
2,1,1,1,20201101,339360.0,56560.0
2,1,1,1,20201102,658116.0,109686.0
2,1,1,1,20201103,1208364.0,201394.0
2,1,1,1,20201104,1661652.0,276942.0
2,1,1,1,20201105,1871934.0,311989.0
2,1,1,1,20201106,333300.0,111100.0
2,1,1,1,20201107,453591.0,151197.0
2,1,1,1,20201108,1293608.0,323402.0
2,1,1,1,20201109,591456.0,197152.0
2,1,1,1,20201110,122715.0,24543.0
2,1,1,1,20201111,783760.0,156752.0
2,1,1,1,20201112,96152.0,24038.0
2,1,1,1,20201113,883245.0,176649.0
2,1,1,1,20201114,567216.0,141804.0
2,1,1,1,20201115,584184.0,97364.0
2,1,1,1,20201116,109383.0,36461.0
2,1,1,1,20201117,379659.0,126553.0
2,1,1,1,20201118,805374.0,268458.0
2,1,1,1,20201119,1253612.0,313403.0
2,1,1,1,20201120,234825.0,78275.0
2,1,1,1,20201121,135340.0,27068.0
2,1,1,1,20201122,274720.0,54944.0
2,1,1,1,20201123,1168065.0,233613.0
2,1,1,1,20201124,940815.0,313605.0
2,1,1,1,20201125,119685.0,23937.0
2,1,1,1,20201126,199677.0,66559.0
2,1,1,1,20201127,868398.0,289466.0
2,1,1,1,20201128,322695.0,107565.0
2,1,1,1,20201129,1501062.0,250177.0
2,1,1,1,20201130,1307748.0,217958.0
2,1,1,1,20201201,299970.0,59994.0
2,1,1,1,20201202,547420.0,109484.0
2,1,1,1,20201203,990305.0,198061.0
2,1,1,1,20201204,531664.0,132916.0
2,1,1,1,20201205,264115.0,52823.0
2,1,1,1,20201206,943744.0,235936.0
2,1,1,1,20201207,1223110.0,244622.0
2,1,1,1,20201208,1613172.0,268862.0
2,1,1,1,20201209,225432.0,37572.0
2,1,1,1,20201210,384305.0,76861.0
2,1,1,1,20201211,67064.0,16766.0
2,1,1,1,20201212,360873.0,120291.0
2,1,1,1,20201213,323604.0,53934.0
2,1,1,1,20201214,745380.0,248460.0
2,1,1,1,20201215,1254824.0,313706.0
2,1,1,1,20201216,1706496.0,284416.0
2,1,1,1,20201217,238764.0,39794.0
2,1,1,1,20201218,900920.0,225230.0
2,1,1,1,20201219,588325.0,117665.0
2,1,1,1,20201220,693264.0,231088.0
2,1,1,1,20201221,1930110.0,321685.0
2,1,1,1,20201222,97970.0,19594.0
2,1,1,1,20201223,754268.0,188567.0
2,1,1,1,20201224,638724.0,106454.0
2,1,1,1,20201225,312393.0,104131.0
2,1,1,1,20201226,886376.0,221594.0
2,1,1,1,20201227,1073630.0,214726.0
2,1,1,1,20201228,1822242.0,303707.0
2,1,1,1,20201229,67064.0,16766.0
2,1,1,1,20201230,1114636.0,278659.0
2,1,1,1,20201231,850824.0,212706.0
2,1,1,1,20210101,309565.0,61913.0
2,1,1,1,20210102,852440.0,170488.0
2,1,1,1,20210103,1505910.0,250985.0
2,1,1,1,20210104,696294.0,116049.0
2,1,1,1,20210105,221190.0,36865.0
2,1,1,1,20210106,108070.0,21614.0
2,1,1,1,20210107,144935.0,28987.0
2,1,1,1,20210108,827796.0,275932.0
2,1,1,1,20210109,183012.0,61004.0
2,1,1,1,20210110,903748.0,225937.0
2,1,1,1,20210111,1812546.0,302091.0
2,1,1,1,20210112,407636.0,101909.0
2,1,1,1,20210113,322695.0,64539.0
2,1,1,1,20210114,906879.0,302293.0
2,1,1,1,20210115,1745280.0,290880.0
2,1,1,1,20210116,766590.0,153318.0
2,1,1,1,20210117,384305.0,76861.0
2,1,1,1,20210118,268155.0,89385.0
2,1,1,1,20210119,839310.0,167862.0
2,1,1,1,20210120,959601.0,319867.0
2,1,1,1,20210121,845976.0,211494.0
2,1,1,1,20210122,441572.0,110393.0
2,1,1,1,20210123,1069590.0,213918.0
2,1,1,1,20210124,479952.0,119988.0
2,1,1,1,20210125,1126150.0,225230.0
2,1,1,1,20210126,1120292.0,280073.0
2,1,1,1,20210127,233512.0,58378.0
2,1,1,1,20210128,1157965.0,231593.0
2,1,1,1,20210129,103020.0,25755.0
2,1,1,1,20210130,93930.0,15655.0
2,1,1,1,20210131,434300.0,86860.0
2,1,1,1,20210201,921524.0,230381.0
2,1,1,1,20210202,1094840.0,218968.0
2,1,1,1,20210203,826180.0,165236.0
2,1,1,1,20210204,1676196.0,279366.0
2,1,1,1,20210205,947380.0,189476.0
2,1,1,1,20210206,1899204.0,316534.0
2,1,1,1,20210207,61812.0,15453.0
2,1,1,1,20210208,966570.0,161095.0
2,1,1,1,20210209,729624.0,121604.0
2,1,1,1,20210210,1057975.0,211595.0
2,1,1,1,20210211,912232.0,228058.0
2,1,1,1,20210212,620140.0,124028.0
2,1,1,1,20210213,372488.0,93122.0
2,1,1,1,20210214,582063.0,194021.0
2,1,1,1,20210215,202404.0,50601.0
2,1,1,1,20210216,610545.0,203515.0
2,1,1,1,20210217,508232.0,127058.0
2,1,1,1,20210218,765580.0,153116.0
2,1,1,1,20210219,1087164.0,271791.0
2,1,1,1,20210220,1119585.0,223917.0
2,1,1,1,20210221,622968.0,155742.0
2,1,1,1,20210222,1274620.0,318655.0
2,1,1,1,20210223,794769.0,264923.0
2,1,1,1,20210224,1719222.0,286537.0
2,1,1,1,20210225,407535.0,81507.0
2,1,1,1,20210226,96051.0,32017.0
2,1,1,1,20210227,1116555.0,223311.0
2,1,1,1,20210228,1076660.0,215332.0
2,1,1,1,20210301,1293204.0,215534.0
2,1,1,1,20210302,617615.0,123523.0
2,1,1,1,20210303,833755.0,166751.0
2,1,1,1,20210304,542168.0,135542.0
2,1,1,1,20210305,1222908.0,305727.0
2,1,1,1,20210306,933745.0,186749.0
2,1,1,1,20210307,1514495.0,302899.0
2,1,1,1,20210308,466620.0,93324.0
2,1,1,1,20210309,59691.0,19897.0
2,1,1,1,20210310,900213.0,300071.0
2,1,1,1,20210311,944451.0,314817.0
2,1,1,1,20210312,169680.0,42420.0
2,1,1,1,20210313,300273.0,100091.0
2,1,1,1,20210314,124533.0,41511.0
2,1,1,1,20210315,1041714.0,173619.0
2,1,1,1,20210316,1254925.0,250985.0
2,1,1,1,20210317,101808.0,16968.0
2,1,1,1,20210318,774165.0,154833.0
2,1,1,1,20210319,1869510.0,311585.0
2,1,1,1,20210320,776084.0,194021.0
2,1,1,1,20210321,440259.0,146753.0
2,1,1,1,20210322,1564490.0,312898.0
2,1,1,1,20210323,121503.0,40501.0
2,1,1,1,20210324,987780.0,197556.0
2,1,1,1,20210325,235835.0,47167.0
2,1,1,1,20210326,659934.0,109989.0
2,1,1,1,20210327,325220.0,65044.0
2,1,1,1,20210328,436320.0,145440.0
2,1,1,1,20210329,1941018.0,323503.0
2,1,1,1,20210330,646905.0,129381.0
2,1,1,1,20210331,1376630.0,275326.0
2,1,1,1,20210401,1220080.0,244016.0
2,1,1,1,20210402,1309566.0,218261.0
2,1,1,1,20210403,788406.0,262802.0
2,1,1,1,20210404,918696.0,229674.0
2,1,1,1,20210405,1074135.0,214827.0
2,1,1,1,20210406,191193.0,63731.0
2,1,1,1,20210407,84840.0,16968.0
2,1,1,1,20210408,885164.0,221291.0
2,1,1,1,20210409,1108576.0,277144.0
2,1,1,1,20210410,693365.0,138673.0
2,1,1,1,20210411,914151.0,304717.0
2,1,1,1,20210412,1027776.0,171296.0
2,1,1,1,20210413,1092820.0,273205.0
2,1,1,1,20210414,613575.0,204525.0
2,1,1,1,20210415,415312.0,103828.0
2,1,1,1,20210416,743360.0,185840.0
2,1,1,1,20210417,78477.0,26159.0
2,1,1,1,20210418,1008384.0,168064.0
2,1,1,1,20210419,1797396.0,299566.0
2,1,1,1,20210420,729624.0,243208.0
2,1,1,1,20210421,1621050.0,324210.0
2,1,1,1,20210422,235936.0,58984.0
2,1,1,1,20210423,510858.0,170286.0
2,1,1,1,20210424,1565904.0,260984.0
2,1,1,1,20210425,476720.0,119180.0
2,1,1,1,20210426,794264.0,198566.0
2,1,1,1,20210427,126351.0,42117.0
2,1,1,1,20210428,1213212.0,303303.0
2,1,1,1,20210429,1853754.0,308959.0
2,1,1,1,20210430,103626.0,34542.0
2,1,1,1,20210501,1254420.0,313605.0
2,1,1,1,20210502,280578.0,46763.0
2,1,1,1,20210503,837896.0,209474.0
2,1,1,1,20210504,1192608.0,198768.0
2,1,1,1,20210505,404505.0,80901.0
2,1,1,1,20210506,1681044.0,280174.0
2,1,1,1,20210507,195940.0,39188.0
2,1,1,1,20210508,70902.0,23634.0
2,1,1,1,20210509,1170085.0,234017.0
2,1,1,1,20210510,1014848.0,253712.0
2,1,1,1,20210511,224725.0,44945.0
2,1,1,1,20210512,968691.0,322897.0
2,1,1,1,20210513,396324.0,99081.0
2,1,1,1,20210514,1083730.0,216746.0
2,1,1,1,20210515,899405.0,179881.0
2,1,1,1,20210516,427230.0,71205.0
2,1,1,1,20210517,634785.0,211595.0
2,1,1,1,20210518,1482276.0,247046.0
2,1,1,1,20210519,1911324.0,318554.0
2,1,1,1,20210520,755682.0,125947.0
2,1,1,1,20210521,1296436.0,324109.0
2,1,1,1,20210522,1049390.0,209878.0
2,1,1,1,20210523,1066560.0,213312.0
2,1,1,1,20210524,665085.0,221695.0
2,1,1,1,20210525,1508940.0,301788.0
2,1,1,1,20210526,549036.0,137259.0
2,1,1,1,20210527,549945.0,183315.0
2,1,1,1,20210528,1354410.0,225735.0
2,1,1,1,20210529,728008.0,182002.0
2,1,1,1,20210530,52116.0,17372.0
2,1,1,1,20210531,1711344.0,285224.0
2,1,1,1,20210601,1722858.0,287143.0
2,1,1,1,20210602,1115040.0,278760.0
2,1,1,1,20210603,1112616.0,278154.0
2,1,1,1,20210604,222200.0,55550.0
2,1,1,1,20210605,111504.0,27876.0
2,1,1,1,20210606,544895.0,108979.0
2,1,1,1,20210607,734068.0,183517.0
2,1,1,1,20210608,588426.0,98071.0
2,1,1,1,20210609,153015.0,30603.0
2,1,1,1,20210610,1741038.0,290173.0
2,1,1,1,20210611,330270.0,66054.0
2,1,1,1,20210612,283204.0,70801.0
2,1,1,1,20210613,936270.0,187254.0
2,1,1,1,20210614,692456.0,173114.0
2,1,1,1,20210615,201798.0,67266.0
2,1,1,1,20210616,1287548.0,321887.0
2,1,1,1,20210617,718716.0,119786.0
2,1,1,1,20210618,593274.0,197758.0
2,1,1,1,20210619,892840.0,223210.0
2,1,1,1,20210620,95344.0,23836.0
2,1,1,1,20210621,657510.0,131502.0
2,1,1,1,20210622,49086.0,16362.0
2,1,1,1,20210623,473488.0,118372.0
2,1,1,1,20210624,475104.0,118776.0
2,1,1,1,20210625,1006566.0,167761.0
2,1,1,1,20210626,1270580.0,317645.0
2,1,1,1,20210627,409252.0,102313.0
2,1,1,1,20210628,1086760.0,271690.0
2,1,1,1,20210629,1270782.0,211797.0
2,1,1,1,20210630,1045350.0,209070.0
2,1,1,1,20210701,1568530.0,313706.0
2,1,1,1,20210702,435512.0,108878.0
2,1,1,1,20210703,128775.0,42925.0
2,1,1,1,20210704,69387.0,23129.0
2,1,1,1,20210705,1850118.0,308353.0
2,1,1,1,20210706,847592.0,211898.0
2,1,1,1,20210707,896375.0,179275.0
2,1,1,1,20210708,519544.0,129886.0
2,1,1,1,20210709,855672.0,213918.0
2,1,1,1,20210710,286840.0,71710.0
2,1,1,1,20210711,614080.0,153520.0
2,1,1,1,20210712,351480.0,87870.0
2,1,1,1,20210713,888800.0,177760.0
2,1,1,1,20210714,1359258.0,226543.0
2,1,1,1,20210715,646905.0,215635.0
2,1,1,1,20210716,142410.0,28482.0
2,1,1,1,20210717,113322.0,37774.0
2,1,1,1,20210718,386931.0,128977.0
2,1,1,1,20210719,1145845.0,229169.0
2,1,1,1,20210720,228765.0,76255.0
2,1,1,1,20210721,116655.0,23331.0
2,1,1,1,20210722,1789518.0,298253.0
2,1,1,1,20210723,99384.0,24846.0
2,1,1,1,20210724,907182.0,302394.0
2,1,1,1,20210725,133825.0,26765.0
2,1,1,1,20210726,688012.0,172003.0
2,1,1,1,20210727,288456.0,96152.0
2,1,1,1,20210728,1011515.0,202303.0
2,1,1,1,20210729,789820.0,197455.0
2,1,1,1,20210730,406020.0,81204.0
2,1,1,1,20210731,664176.0,221392.0
2,1,1,1,20210801,1376630.0,275326.0
2,1,1,1,20210802,1562470.0,312494.0
2,1,1,1,20210803,526008.0,175336.0
2,1,1,1,20210804,578427.0,192809.0
2,1,1,1,20210805,1182205.0,236441.0
2,1,1,1,20210806,445107.0,148369.0
2,1,1,1,20210807,1007980.0,251995.0
2,1,1,1,20210808,1432685.0,286537.0
2,1,1,1,20210809,465408.0,155136.0
2,1,1,1,20210810,58176.0,19392.0
2,1,1,1,20210811,470862.0,156954.0
2,1,1,1,20210812,745380.0,149076.0
2,1,1,1,20210813,602364.0,150591.0
2,1,1,1,20210814,575700.0,95950.0
2,1,1,1,20210815,871428.0,145238.0
2,1,1,1,20210816,1562268.0,260378.0
2,1,1,1,20210817,717908.0,179477.0
2,1,1,1,20210818,192405.0,38481.0
2,1,1,1,20210819,935664.0,233916.0
2,1,1,1,20210820,697506.0,232502.0
2,1,1,1,20210821,382689.0,127563.0
2,1,1,1,20210822,690436.0,172609.0
2,1,1,1,20210823,1630140.0,271690.0
2,1,1,1,20210824,626604.0,104434.0
2,1,1,1,20210825,901425.0,180285.0
2,1,1,1,20210826,770226.0,256742.0
2,1,1,1,20210827,1302900.0,217150.0
2,1,1,1,20210828,51712.0,12928.0
2,1,1,1,20210829,448036.0,112009.0
2,1,1,1,20210830,1462884.0,243814.0
2,1,1,1,20210831,1164732.0,194122.0
2,1,1,1,20210901,975155.0,195031.0
2,1,1,1,20210902,271488.0,45248.0
2,1,1,1,20210903,1102314.0,183719.0
2,1,1,1,20210904,1268964.0,317241.0
2,1,1,1,20210905,1566510.0,261085.0
2,1,1,1,20210906,956672.0,239168.0
2,1,1,1,20210907,1285124.0,321281.0
2,1,1,1,20210908,769317.0,256439.0
2,1,1,1,20210909,1513788.0,252298.0
2,1,1,1,20210910,397536.0,99384.0
2,1,1,1,20210911,382992.0,63832.0
2,1,1,1,20210912,141400.0,35350.0
2,1,1,1,20210913,356328.0,59388.0
2,1,1,1,20210914,401172.0,66862.0
